,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,seasons,Day_of_the_week
1769,Cathay Pacific,KTM,JFK,2024-01-05,2024-01-08,1500,2,30,Winter,Friday
1770,Air India,KTM,JFK,2024-01-05,2024-01-08,2352,1,48,Winter,Friday
1771,Emirates,KTM,JFK,2024-01-05,2024-01-07,798,2,21,Winter,Friday
1772,China Southern,KTM,JFK,2024-01-05,2024-01-08,1449,3,23,Winter,Friday
1773,Korean Air,KTM,JFK,2024-01-05,2024-01-05,1568,1,32,Winter,Friday
1774,Air India,KTM,JFK,2024-01-05,2024-01-07,2156,1,44,Winter,Friday
1775,Korean Air,KTM,JFK,2024-01-05,2024-01-07,2401,1,49,Winter,Friday
1776,Turkish Airlines,KTM,JFK,2024-01-05,2024-01-06,2397,1,47,Winter,Friday
1777,Turkish Airlines,KTM,JFK,2024-01-05,2024-01-05,1938,1,38,Winter,Friday
1778,China Southern,KTM,JFK,2024-01-05,2024-01-05,1890,2,30,Winter,Friday
1779,Air India,KTM,JFK,2024-01-05,2024-01-07,1617,2,33,Winter,Friday
1780,Korean Air,KTM,JFK,2024-01-05,2024-01-07,1176,3,24,Winter,Friday
1781,China Southern,KTM,JFK,2024-01-05,2024-01-08,2176,1,32,Winter,Friday
1782,China Southern,KTM,JFK,2024-01-05,2024-01-06,3024,1,48,Winter,Friday
1783,China Southern,KTM,JFK,2024-01-05,2024-01-05,1564,1,23,Winter,Friday
1784,Turkish Airlines,KTM,JFK,2024-01-05,2024-01-07,1377,3,27,Winter,Friday
1785,Qatar Airways,KTM,JFK,2024-01-05,2024-01-06,1978,1,46,Winter,Friday
1786,Emirates,KTM,JFK,2024-01-05,2024-01-07,988,2,26,Winter,Friday
1787,China Southern,KTM,JFK,2024-01-05,2024-01-06,2394,2,38,Winter,Friday
1788,Korean Air,KTM,JFK,2024-01-05,2024-01-05,1568,1,32,Winter,Friday
1789,Korean Air,KTM,JFK,2024-01-05,2024-01-06,1372,3,28,Winter,Friday
1790,Air India,KTM,JFK,2024-01-05,2024-01-08,1176,1,24,Winter,Friday
1791,Korean Air,KTM,JFK,2024-01-05,2024-01-06,1225,3,25,Winter,Friday
1792,Cathay Pacific,KTM,JFK,2024-01-05,2024-01-08,1750,2,35,Winter,Friday
1793,Etihad,KTM,JFK,2024-01-05,2024-01-08,1530,3,34,Winter,Friday
1794,Etihad,KTM,JFK,2024-01-05,2024-01-08,1530,2,34,Winter,Friday
1795,Etihad,KTM,JFK,2024-01-05,2024-01-05,2205,1,49,Winter,Friday
1796,Etihad,KTM,JFK,2024-01-05,2024-01-06,1125,1,25,Winter,Friday
1797,Qatar Airways,KTM,JFK,2024-01-05,2024-01-06,1677,3,39,Winter,Friday
1798,China Southern,KTM,JFK,2024-01-05,2024-01-06,2709,1,43,Winter,Friday
1799,Cathay Pacific,KTM,JFK,2024-01-05,2024-01-07,1200,1,24,Winter,Friday
1800,Emirates,KTM,JFK,2024-01-05,2024-01-07,1292,2,34,Winter,Friday
1801,Etihad,KTM,JFK,2024-01-05,2024-01-07,2115,3,47,Winter,Friday
1802,Qatar Airways,KTM,JFK,2024-01-05,2024-01-07,989,3,23,Winter,Friday
1803,Emirates,KTM,JFK,2024-01-05,2024-01-05,760,2,20,Winter,Friday
1804,Turkish Airlines,KTM,JFK,2024-01-05,2024-01-08,1887,3,37,Winter,Friday
1805,Cathay Pacific,KTM,JFK,2024-01-05,2024-01-08,1050,3,21,Winter,Friday
1806,Cathay Pacific,KTM,JFK,2024-01-05,2024-01-05,1400,3,28,Winter,Friday
1807,Emirates,KTM,JFK,2024-01-05,2024-01-05,760,1,20,Winter,Friday
1808,Qatar Airways,KTM,JFK,2024-01-05,2024-01-08,1548,3,36,Winter,Friday
1809,Etihad,KTM,JFK,2024-01-05,2024-01-07,1215,2,27,Winter,Friday
1810,China Southern,KTM,JFK,2024-01-05,2024-01-08,2652,3,39,Winter,Friday
1811,China Southern,KTM,JFK,2024-01-05,2024-01-05,1575,1,25,Winter,Friday
1812,China Southern,KTM,JFK,2024-01-05,2024-01-06,2652,2,39,Winter,Friday
1813,Qatar Airways,KTM,JFK,2024-01-06,2024-01-07,1161,3,27,Winter,Saturday
1814,China Southern,KTM,JFK,2024-01-06,2024-01-06,1984,2,31,Winter,Saturday
1815,Cathay Pacific,KTM,JFK,2024-01-06,2024-01-06,2050,1,41,Winter,Saturday
1816,Air India,KTM,JFK,2024-01-06,2024-01-06,2115,1,47,Winter,Saturday
1817,Emirates,KTM,JFK,2024-01-06,2024-01-06,1786,2,47,Winter,Saturday
1818,China Southern,KTM,JFK,2024-01-06,2024-01-07,2773,3,47,Winter,Saturday
1819,Korean Air,KTM,JFK,2024-01-06,2024-01-06,2162,3,46,Winter,Saturday
1820,Air India,KTM,JFK,2024-01-06,2024-01-07,1125,1,25,Winter,Saturday
1821,Korean Air,KTM,JFK,2024-01-06,2024-01-07,2209,3,47,Winter,Saturday
1822,Turkish Airlines,KTM,JFK,2024-01-06,2024-01-08,1122,2,22,Winter,Saturday
1823,Turkish Airlines,KTM,JFK,2024-01-06,2024-01-06,1173,2,23,Winter,Saturday
1824,China Southern,KTM,JFK,2024-01-06,2024-01-06,1416,3,24,Winter,Saturday
1825,Air India,KTM,JFK,2024-01-06,2024-01-07,1755,1,39,Winter,Saturday
1826,Korean Air,KTM,JFK,2024-01-06,2024-01-07,2162,3,46,Winter,Saturday
1827,China Southern,KTM,JFK,2024-01-06,2024-01-08,2816,3,44,Winter,Saturday
1828,China Southern,KTM,JFK,2024-01-06,2024-01-09,2832,1,48,Winter,Saturday
1829,China Southern,KTM,JFK,2024-01-06,2024-01-07,3200,1,50,Winter,Saturday
1830,Turkish Airlines,KTM,JFK,2024-01-06,2024-01-07,1173,3,23,Winter,Saturday
1831,Qatar Airways,KTM,JFK,2024-01-06,2024-01-06,1118,2,26,Winter,Saturday
1832,Emirates,KTM,JFK,2024-01-06,2024-01-09,1064,2,28,Winter,Saturday
1833,China Southern,KTM,JFK,2024-01-06,2024-01-09,2832,3,48,Winter,Saturday
1834,Korean Air,KTM,JFK,2024-01-06,2024-01-09,2115,3,45,Winter,Saturday
1835,Korean Air,KTM,JFK,2024-01-06,2024-01-07,2256,3,48,Winter,Saturday
1836,Air India,KTM,JFK,2024-01-06,2024-01-09,1890,2,42,Winter,Saturday
1837,Korean Air,KTM,JFK,2024-01-06,2024-01-07,2256,1,48,Winter,Saturday
1838,Cathay Pacific,KTM,JFK,2024-01-06,2024-01-08,2500,1,50,Winter,Saturday
1839,Etihad,KTM,JFK,2024-01-06,2024-01-07,1170,3,26,Winter,Saturday
1840,Etihad,KTM,JFK,2024-01-06,2024-01-06,2250,2,50,Winter,Saturday
1841,Etihad,KTM,JFK,2024-01-06,2024-01-08,990,3,22,Winter,Saturday
1842,Etihad,KTM,JFK,2024-01-06,2024-01-09,1305,2,29,Winter,Saturday
1843,Qatar Airways,KTM,JFK,2024-01-06,2024-01-06,1677,2,39,Winter,Saturday
1844,China Southern,KTM,JFK,2024-01-06,2024-01-06,2006,1,34,Winter,Saturday
1845,Cathay Pacific,KTM,JFK,2024-01-06,2024-01-07,1000,2,20,Winter,Saturday
1846,Emirates,KTM,JFK,2024-01-06,2024-01-06,950,2,25,Winter,Saturday
1847,Etihad,KTM,JFK,2024-01-06,2024-01-08,1890,1,42,Winter,Saturday
1848,Qatar Airways,KTM,JFK,2024-01-06,2024-01-09,1849,2,43,Winter,Saturday
1849,Emirates,KTM,JFK,2024-01-06,2024-01-06,1482,1,39,Winter,Saturday
1850,Turkish Airlines,KTM,JFK,2024-01-06,2024-01-07,1479,2,29,Winter,Saturday
1851,Cathay Pacific,KTM,JFK,2024-01-06,2024-01-06,1950,3,39,Winter,Saturday
1852,Cathay Pacific,KTM,JFK,2024-01-06,2024-01-07,2450,2,49,Winter,Saturday
1853,Emirates,KTM,JFK,2024-01-06,2024-01-08,874,2,23,Winter,Saturday
1854,Qatar Airways,KTM,JFK,2024-01-06,2024-01-07,989,2,23,Winter,Saturday
1855,Etihad,KTM,JFK,2024-01-06,2024-01-08,1125,1,25,Winter,Saturday
1856,China Southern,KTM,JFK,2024-01-06,2024-01-07,3072,3,48,Winter,Saturday
1857,China Southern,KTM,JFK,2024-01-06,2024-01-08,2596,2,44,Winter,Saturday
1858,China Southern,KTM,JFK,2024-01-06,2024-01-07,2048,2,32,Winter,Saturday
1859,Qatar Airways,KTM,JFK,2024-01-07,2024-01-08,1032,2,24,Winter,Sunday
1860,China Southern,KTM,JFK,2024-01-07,2024-01-10,1500,1,25,Winter,Sunday
1861,China Southern,KTM,JFK,2024-01-07,2024-01-07,1980,3,33,Winter,Sunday
1862,China Southern,KTM,JFK,2024-01-07,2024-01-09,1760,2,32,Winter,Sunday
1863,China Southern,KTM,JFK,2024-01-07,2024-01-09,2760,1,46,Winter,Sunday
1864,Etihad,KTM,JFK,2024-01-07,2024-01-10,1530,3,34,Winter,Sunday
1865,Turkish Airlines,KTM,JFK,2024-01-07,2024-01-09,2142,2,42,Winter,Sunday
1866,China Southern,KTM,JFK,2024-01-07,2024-01-09,1320,2,24,Winter,Sunday
1867,Air India,KTM,JFK,2024-01-07,2024-01-09,2205,2,49,Winter,Sunday
1868,Korean Air,KTM,JFK,2024-01-07,2024-01-07,2021,3,43,Winter,Sunday
1869,China Southern,KTM,JFK,2024-01-07,2024-01-09,1860,3,31,Winter,Sunday
1870,Cathay Pacific,KTM,JFK,2024-01-07,2024-01-07,2300,1,46,Winter,Sunday
1871,Etihad,KTM,JFK,2024-01-07,2024-01-07,990,2,22,Winter,Sunday
1872,Turkish Airlines,KTM,JFK,2024-01-07,2024-01-07,2091,1,41,Winter,Sunday
1873,Etihad,KTM,JFK,2024-01-07,2024-01-07,1440,2,32,Winter,Sunday
1874,Qatar Airways,KTM,JFK,2024-01-07,2024-01-09,2021,1,47,Winter,Sunday
1875,China Southern,KTM,JFK,2024-01-07,2024-01-10,1100,2,20,Winter,Sunday
1876,China Southern,KTM,JFK,2024-01-07,2024-01-09,1815,1,33,Winter,Sunday
1877,Turkish Airlines,KTM,JFK,2024-01-07,2024-01-08,1173,1,23,Winter,Sunday
1878,Air India,KTM,JFK,2024-01-07,2024-01-07,1665,2,37,Winter,Sunday
1879,Turkish Airlines,KTM,JFK,2024-01-07,2024-01-08,2397,1,47,Winter,Sunday
1880,Air India,KTM,JFK,2024-01-07,2024-01-07,2160,1,48,Winter,Sunday
1881,Qatar Airways,KTM,JFK,2024-01-07,2024-01-08,2150,1,50,Winter,Sunday
1882,Korean Air,KTM,JFK,2024-01-07,2024-01-10,1551,2,33,Winter,Sunday
1883,Cathay Pacific,KTM,JFK,2024-01-07,2024-01-07,2150,3,43,Winter,Sunday
1884,Korean Air,KTM,JFK,2024-01-07,2024-01-08,2303,1,49,Winter,Sunday
1885,Emirates,KTM,JFK,2024-01-07,2024-01-10,1786,1,47,Winter,Sunday
1886,China Southern,KTM,JFK,2024-01-07,2024-01-08,2880,2,48,Winter,Sunday
1887,Qatar Airways,KTM,JFK,2024-01-07,2024-01-08,1591,1,37,Winter,Sunday
1888,Emirates,KTM,JFK,2024-01-07,2024-01-08,1596,1,42,Winter,Sunday
1889,China Southern,KTM,JFK,2024-01-07,2024-01-08,2365,2,43,Winter,Sunday
1890,Etihad,KTM,JFK,2024-01-07,2024-01-07,1350,1,30,Winter,Sunday
1891,Air India,KTM,JFK,2024-01-07,2024-01-08,1575,3,35,Winter,Sunday
1892,Emirates,KTM,JFK,2024-01-07,2024-01-07,1520,3,40,Winter,Sunday
1893,Qatar Airways,KTM,JFK,2024-01-07,2024-01-07,1935,3,45,Winter,Sunday
1894,Cathay Pacific,KTM,JFK,2024-01-07,2024-01-09,1700,1,34,Winter,Sunday
1895,Cathay Pacific,KTM,JFK,2024-01-07,2024-01-08,1650,2,33,Winter,Sunday
1896,China Southern,KTM,JFK,2024-01-07,2024-01-09,1540,3,28,Winter,Sunday
1897,Cathay Pacific,KTM,JFK,2024-01-07,2024-01-10,1550,2,31,Winter,Sunday
1898,Qatar Airways,KTM,JFK,2024-01-08,2024-01-10,1505,3,35,Winter,Monday
1899,China Southern,KTM,JFK,2024-01-08,2024-01-11,2460,3,41,Winter,Monday
1900,China Southern,KTM,JFK,2024-01-08,2024-01-08,2760,1,46,Winter,Monday
1901,China Southern,KTM,JFK,2024-01-08,2024-01-11,1650,2,30,Winter,Monday
1902,China Southern,KTM,JFK,2024-01-08,2024-01-09,1380,3,23,Winter,Monday
1903,Etihad,KTM,JFK,2024-01-08,2024-01-08,2070,3,46,Winter,Monday
1904,Turkish Airlines,KTM,JFK,2024-01-08,2024-01-10,2499,3,49,Winter,Monday
1905,China Southern,KTM,JFK,2024-01-08,2024-01-11,2420,2,44,Winter,Monday
1906,Air India,KTM,JFK,2024-01-08,2024-01-09,1215,3,27,Winter,Monday
1907,Korean Air,KTM,JFK,2024-01-08,2024-01-08,1363,3,29,Winter,Monday
1908,China Southern,KTM,JFK,2024-01-08,2024-01-09,3000,1,50,Winter,Monday
1909,Cathay Pacific,KTM,JFK,2024-01-08,2024-01-08,2500,2,50,Winter,Monday
1910,Etihad,KTM,JFK,2024-01-08,2024-01-09,945,3,21,Winter,Monday
1911,Turkish Airlines,KTM,JFK,2024-01-08,2024-01-09,1428,2,28,Winter,Monday
1912,Etihad,KTM,JFK,2024-01-08,2024-01-11,2250,2,50,Winter,Monday
1913,Qatar Airways,KTM,JFK,2024-01-08,2024-01-10,1247,2,29,Winter,Monday
1914,China Southern,KTM,JFK,2024-01-08,2024-01-09,1265,1,23,Winter,Monday
1915,China Southern,KTM,JFK,2024-01-08,2024-01-10,1980,3,36,Winter,Monday
1916,Turkish Airlines,KTM,JFK,2024-01-08,2024-01-08,1428,2,28,Winter,Monday
1917,Air India,KTM,JFK,2024-01-08,2024-01-11,1845,3,41,Winter,Monday
1918,Turkish Airlines,KTM,JFK,2024-01-08,2024-01-11,1938,3,38,Winter,Monday
1919,Air India,KTM,JFK,2024-01-08,2024-01-09,1620,1,36,Winter,Monday
1920,Qatar Airways,KTM,JFK,2024-01-08,2024-01-09,903,3,21,Winter,Monday
1921,Korean Air,KTM,JFK,2024-01-08,2024-01-10,2115,2,45,Winter,Monday
1922,Cathay Pacific,KTM,JFK,2024-01-08,2024-01-10,1250,2,25,Winter,Monday
1923,Korean Air,KTM,JFK,2024-01-08,2024-01-08,1222,1,26,Winter,Monday
1924,Emirates,KTM,JFK,2024-01-08,2024-01-09,760,2,20,Winter,Monday
1925,China Southern,KTM,JFK,2024-01-08,2024-01-08,2520,1,42,Winter,Monday
1926,Qatar Airways,KTM,JFK,2024-01-08,2024-01-08,1118,2,26,Winter,Monday
1927,Emirates,KTM,JFK,2024-01-08,2024-01-09,1140,3,30,Winter,Monday
1928,China Southern,KTM,JFK,2024-01-08,2024-01-11,1815,2,33,Winter,Monday
1929,Etihad,KTM,JFK,2024-01-08,2024-01-08,2250,1,50,Winter,Monday
1930,Air India,KTM,JFK,2024-01-08,2024-01-11,1800,1,40,Winter,Monday
1931,Emirates,KTM,JFK,2024-01-08,2024-01-10,836,3,22,Winter,Monday
1932,Qatar Airways,KTM,JFK,2024-01-08,2024-01-11,1763,3,41,Winter,Monday
1933,Cathay Pacific,KTM,JFK,2024-01-08,2024-01-11,1000,1,20,Winter,Monday
1934,Cathay Pacific,KTM,JFK,2024-01-08,2024-01-10,2300,3,46,Winter,Monday
1935,China Southern,KTM,JFK,2024-01-08,2024-01-09,2585,1,47,Winter,Monday
1936,Cathay Pacific,KTM,JFK,2024-01-08,2024-01-10,2400,3,48,Winter,Monday
1937,Qatar Airways,KTM,JFK,2024-01-09,2024-01-10,1505,2,35,Winter,Tuesday
1938,China Southern,KTM,JFK,2024-01-09,2024-01-11,1380,3,23,Winter,Tuesday
1939,China Southern,KTM,JFK,2024-01-09,2024-01-09,1440,1,24,Winter,Tuesday
1940,China Southern,KTM,JFK,2024-01-09,2024-01-09,2035,1,37,Winter,Tuesday
1941,China Southern,KTM,JFK,2024-01-09,2024-01-11,1260,2,21,Winter,Tuesday
1942,Etihad,KTM,JFK,2024-01-09,2024-01-09,2250,2,50,Winter,Tuesday
1943,Turkish Airlines,KTM,JFK,2024-01-09,2024-01-12,1020,3,20,Winter,Tuesday
1944,China Southern,KTM,JFK,2024-01-09,2024-01-10,1155,2,21,Winter,Tuesday
1945,China Southern,KTM,JFK,2024-01-09,2024-01-09,1860,3,31,Winter,Tuesday
1946,Turkish Airlines,KTM,JFK,2024-01-09,2024-01-12,2346,2,46,Winter,Tuesday
1947,China Southern,KTM,JFK,2024-01-09,2024-01-10,2640,3,44,Winter,Tuesday
1948,Etihad,KTM,JFK,2024-01-09,2024-01-09,1620,2,36,Winter,Tuesday
1949,Etihad,KTM,JFK,2024-01-09,2024-01-12,2205,1,49,Winter,Tuesday
1950,Turkish Airlines,KTM,JFK,2024-01-09,2024-01-09,1887,1,37,Winter,Tuesday
1951,Cathay Pacific,KTM,JFK,2024-01-09,2024-01-09,2350,1,47,Winter,Tuesday
1952,Qatar Airways,KTM,JFK,2024-01-09,2024-01-12,860,3,20,Winter,Tuesday
1953,China Southern,KTM,JFK,2024-01-09,2024-01-10,1485,1,27,Winter,Tuesday
1954,China Southern,KTM,JFK,2024-01-09,2024-01-12,2200,2,40,Winter,Tuesday
1955,Turkish Airlines,KTM,JFK,2024-01-09,2024-01-09,2550,1,50,Winter,Tuesday
1956,Air India,KTM,JFK,2024-01-09,2024-01-11,2115,2,47,Winter,Tuesday
1957,Air India,KTM,JFK,2024-01-09,2024-01-09,2025,3,45,Winter,Tuesday
1958,Qatar Airways,KTM,JFK,2024-01-09,2024-01-12,1290,2,30,Winter,Tuesday
1959,Korean Air,KTM,JFK,2024-01-09,2024-01-09,1880,3,40,Winter,Tuesday
1960,Air India,KTM,JFK,2024-01-09,2024-01-09,2025,3,45,Winter,Tuesday
1961,Korean Air,KTM,JFK,2024-01-09,2024-01-11,1645,1,35,Winter,Tuesday
1962,Emirates,KTM,JFK,2024-01-09,2024-01-09,1216,1,32,Winter,Tuesday
1963,Qatar Airways,KTM,JFK,2024-01-09,2024-01-09,946,3,22,Winter,Tuesday
1964,Cathay Pacific,KTM,JFK,2024-01-09,2024-01-10,2050,3,41,Winter,Tuesday
1965,Korean Air,KTM,JFK,2024-01-09,2024-01-09,1128,2,24,Winter,Tuesday
1966,Etihad,KTM,JFK,2024-01-09,2024-01-10,945,3,21,Winter,Tuesday
1967,Air India,KTM,JFK,2024-01-09,2024-01-10,1755,1,39,Winter,Tuesday
1968,Emirates,KTM,JFK,2024-01-09,2024-01-11,1786,3,47,Winter,Tuesday
1969,Emirates,KTM,JFK,2024-01-09,2024-01-09,1178,2,31,Winter,Tuesday
1970,Qatar Airways,KTM,JFK,2024-01-09,2024-01-11,1376,3,32,Winter,Tuesday
1971,Cathay Pacific,KTM,JFK,2024-01-09,2024-01-11,1800,1,36,Winter,Tuesday
1972,Cathay Pacific,KTM,JFK,2024-01-09,2024-01-11,1300,3,26,Winter,Tuesday
1973,China Southern,KTM,JFK,2024-01-09,2024-01-10,2310,1,42,Winter,Tuesday
1974,Cathay Pacific,KTM,JFK,2024-01-09,2024-01-10,2500,3,50,Winter,Tuesday
1975,Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,1419,2,33,Winter,Wednesday
1976,China Southern,KTM,JFK,2024-01-10,2024-01-10,2100,3,35,Winter,Wednesday
1977,Etihad,KTM,JFK,2024-01-10,2024-01-11,1620,1,36,Winter,Wednesday
1978,China Southern,KTM,JFK,2024-01-10,2024-01-10,2145,2,39,Winter,Wednesday
1979,China Southern,KTM,JFK,2024-01-10,2024-01-12,2220,3,37,Winter,Wednesday
1980,Etihad,KTM,JFK,2024-01-10,2024-01-13,1530,2,34,Winter,Wednesday
1981,Korean Air,KTM,JFK,2024-01-10,2024-01-13,1175,2,25,Winter,Wednesday
1982,Emirates,KTM,JFK,2024-01-10,2024-01-10,1520,2,40,Winter,Wednesday
1983,Air India,KTM,JFK,2024-01-10,2024-01-11,1620,3,36,Winter,Wednesday
1984,Korean Air,KTM,JFK,2024-01-10,2024-01-11,1645,2,35,Winter,Wednesday
1985,China Southern,KTM,JFK,2024-01-10,2024-01-12,2040,2,34,Winter,Wednesday
1986,Cathay Pacific,KTM,JFK,2024-01-10,2024-01-10,2350,1,47,Winter,Wednesday
1987,Turkish Airlines,KTM,JFK,2024-01-10,2024-01-12,2091,1,41,Winter,Wednesday
1988,Turkish Airlines,KTM,JFK,2024-01-10,2024-01-13,1122,1,22,Winter,Wednesday
1989,Etihad,KTM,JFK,2024-01-10,2024-01-11,2205,2,49,Winter,Wednesday
1990,Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,946,2,22,Winter,Wednesday
1991,Emirates,KTM,JFK,2024-01-10,2024-01-11,874,2,23,Winter,Wednesday
1992,Emirates,KTM,JFK,2024-01-10,2024-01-12,836,2,22,Winter,Wednesday
1993,Korean Air,KTM,JFK,2024-01-10,2024-01-10,1128,3,24,Winter,Wednesday
1994,Air India,KTM,JFK,2024-01-10,2024-01-13,1890,1,42,Winter,Wednesday
1995,Turkish Airlines,KTM,JFK,2024-01-10,2024-01-13,1989,3,39,Winter,Wednesday
1996,Air India,KTM,JFK,2024-01-10,2024-01-11,1710,2,38,Winter,Wednesday
1997,Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,989,2,23,Winter,Wednesday
1998,China Southern,KTM,JFK,2024-01-10,2024-01-10,2310,1,42,Winter,Wednesday
1999,Air India,KTM,JFK,2024-01-10,2024-01-11,2025,1,45,Winter,Wednesday
2000,China Southern,KTM,JFK,2024-01-10,2024-01-12,1870,1,34,Winter,Wednesday
2001,Emirates,KTM,JFK,2024-01-10,2024-01-12,1634,2,43,Winter,Wednesday
2002,China Southern,KTM,JFK,2024-01-10,2024-01-12,1860,3,31,Winter,Wednesday
2003,Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,1032,1,24,Winter,Wednesday
2004,Emirates,KTM,JFK,2024-01-10,2024-01-11,1330,2,35,Winter,Wednesday
2005,China Southern,KTM,JFK,2024-01-10,2024-01-11,1925,1,35,Winter,Wednesday
2006,Turkish Airlines,KTM,JFK,2024-01-10,2024-01-11,2193,1,43,Winter,Wednesday
2007,Air India,KTM,JFK,2024-01-10,2024-01-12,1080,2,24,Winter,Wednesday
2008,Emirates,KTM,JFK,2024-01-10,2024-01-13,1596,3,42,Winter,Wednesday
2009,Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,1075,2,25,Winter,Wednesday
2010,China Southern,KTM,JFK,2024-01-10,2024-01-10,2220,3,37,Winter,Wednesday
2011,Cathay Pacific,KTM,JFK,2024-01-10,2024-01-10,1200,2,24,Winter,Wednesday
2012,China Southern,KTM,JFK,2024-01-10,2024-01-13,1870,3,34,Winter,Wednesday
2013,Cathay Pacific,KTM,JFK,2024-01-10,2024-01-10,1500,1,30,Winter,Wednesday
2014,Qatar Airways,KTM,JFK,2024-01-11,2024-01-13,2064,2,48,Winter,Thursday
2015,China Southern,KTM,JFK,2024-01-11,2024-01-13,2120,2,40,Winter,Thursday
2016,Etihad,KTM,JFK,2024-01-11,2024-01-12,1395,1,31,Winter,Thursday
2017,China Southern,KTM,JFK,2024-01-11,2024-01-12,1325,2,25,Winter,Thursday
2018,China Southern,KTM,JFK,2024-01-11,2024-01-14,1484,1,28,Winter,Thursday
2019,Etihad,KTM,JFK,2024-01-11,2024-01-14,2070,2,46,Winter,Thursday
2020,Korean Air,KTM,JFK,2024-01-11,2024-01-12,1628,3,37,Winter,Thursday
2021,Emirates,KTM,JFK,2024-01-11,2024-01-14,1254,2,33,Winter,Thursday
2022,Air India,KTM,JFK,2024-01-11,2024-01-11,945,2,21,Winter,Thursday
2023,Korean Air,KTM,JFK,2024-01-11,2024-01-12,1540,2,35,Winter,Thursday
2024,China Southern,KTM,JFK,2024-01-11,2024-01-13,1219,2,23,Winter,Thursday
2025,Cathay Pacific,KTM,JFK,2024-01-11,2024-01-12,960,3,20,Winter,Thursday
2026,Turkish Airlines,KTM,JFK,2024-01-11,2024-01-13,1880,2,40,Winter,Thursday
2027,Turkish Airlines,KTM,JFK,2024-01-11,2024-01-13,1880,1,40,Winter,Thursday
2028,Etihad,KTM,JFK,2024-01-11,2024-01-13,1665,1,37,Winter,Thursday
2029,Qatar Airways,KTM,JFK,2024-01-11,2024-01-12,1419,1,33,Winter,Thursday
2030,Emirates,KTM,JFK,2024-01-11,2024-01-11,1748,2,46,Winter,Thursday
2031,Emirates,KTM,JFK,2024-01-11,2024-01-12,1216,1,32,Winter,Thursday
2032,Korean Air,KTM,JFK,2024-01-11,2024-01-14,1936,2,44,Winter,Thursday
2033,Air India,KTM,JFK,2024-01-11,2024-01-11,900,2,20,Winter,Thursday
2034,Turkish Airlines,KTM,JFK,2024-01-11,2024-01-13,1363,1,29,Winter,Thursday
2035,Air India,KTM,JFK,2024-01-11,2024-01-13,1440,1,32,Winter,Thursday
2036,Qatar Airways,KTM,JFK,2024-01-11,2024-01-13,1419,3,33,Winter,Thursday
2037,China Southern,KTM,JFK,2024-01-11,2024-01-13,2544,1,48,Winter,Thursday
2038,Air India,KTM,JFK,2024-01-11,2024-01-13,2115,2,47,Winter,Thursday
2039,China Southern,KTM,JFK,2024-01-11,2024-01-11,1537,2,29,Winter,Thursday
2040,Emirates,KTM,JFK,2024-01-11,2024-01-12,760,2,20,Winter,Thursday
2041,China Southern,KTM,JFK,2024-01-11,2024-01-14,1908,3,36,Winter,Thursday
2042,Qatar Airways,KTM,JFK,2024-01-11,2024-01-14,1075,3,25,Winter,Thursday
2043,Emirates,KTM,JFK,2024-01-11,2024-01-12,1140,2,30,Winter,Thursday
2044,China Southern,KTM,JFK,2024-01-11,2024-01-11,1643,2,31,Winter,Thursday
2045,Turkish Airlines,KTM,JFK,2024-01-11,2024-01-13,2350,2,50,Winter,Thursday
2046,Air India,KTM,JFK,2024-01-11,2024-01-14,1440,2,32,Winter,Thursday
2047,Emirates,KTM,JFK,2024-01-11,2024-01-13,1482,3,39,Winter,Thursday
2048,Qatar Airways,KTM,JFK,2024-01-11,2024-01-13,1075,2,25,Winter,Thursday
2049,China Southern,KTM,JFK,2024-01-11,2024-01-14,1643,1,31,Winter,Thursday
2050,Cathay Pacific,KTM,JFK,2024-01-11,2024-01-12,1296,3,27,Winter,Thursday
2051,China Southern,KTM,JFK,2024-01-11,2024-01-13,1431,1,27,Winter,Thursday
2052,Cathay Pacific,KTM,JFK,2024-01-11,2024-01-11,2256,2,47,Winter,Thursday
2053,Qatar Airways,KTM,JFK,2024-01-11,2024-01-11,1406,1,38,Winter,Thursday
2054,China Southern,KTM,JFK,2024-01-11,2024-01-14,1113,1,21,Winter,Thursday
2055,Etihad,KTM,JFK,2024-01-11,2024-01-13,2115,3,47,Winter,Thursday
2056,China Southern,KTM,JFK,2024-01-11,2024-01-13,960,1,20,Winter,Thursday
2057,China Southern,KTM,JFK,2024-01-11,2024-01-14,2332,2,44,Winter,Thursday
2058,Etihad,KTM,JFK,2024-01-11,2024-01-14,1395,1,31,Winter,Thursday
2059,Korean Air,KTM,JFK,2024-01-11,2024-01-11,1628,2,37,Winter,Thursday
2060,Emirates,KTM,JFK,2024-01-11,2024-01-11,950,2,25,Winter,Thursday
2061,Air India,KTM,JFK,2024-01-11,2024-01-12,1350,2,30,Winter,Thursday
2062,Korean Air,KTM,JFK,2024-01-11,2024-01-12,1012,3,23,Winter,Thursday
2063,China Southern,KTM,JFK,2024-01-11,2024-01-11,1961,1,37,Winter,Thursday
2064,Cathay Pacific,KTM,JFK,2024-01-11,2024-01-14,1824,3,38,Winter,Thursday
